Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Sample Name	Characteristics[Experimental unit type]
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample356	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample357	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample358	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample359	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample360	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample361	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample362	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample363	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample364	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample365	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample366	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample367	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample368	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample369	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample370	
source46	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	LL-0	GMI	GMI:6933		Growth							sample371	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample372	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample373	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample374	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample375	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample376	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample377	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample378	
source47	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lz-0	GMI	GMI:6936		Growth							sample379	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample380	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample381	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample382	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample383	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample384	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample385	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample386	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample387	
source48	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mrk-0	GMI	GMI:6937		Growth							sample388	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample389	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample390	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample391	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample392	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample393	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample394	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample395	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample396	
source49	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mt-0	GMI	GMI:6939		Growth							sample397	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample398	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample399	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample400	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample401	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample402	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample403	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample404	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample405	
source50	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mz-0	GMI	GMI:6940		Growth							sample406	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample407	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample408	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample409	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample410	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample411	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample412	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample413	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample414	
source51	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nd-1	GMI	GMI:6942		Growth							sample415	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample416	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample417	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample418	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample419	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample420	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample421	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample422	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample423	
source52	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-10	GMI	GMI:6943		Growth							sample424	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample425	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample426	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample427	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample428	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample429	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample430	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample431	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample432	
source53	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	NFA-8	GMI	GMI:6944		Growth							sample433	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample434	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample435	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample436	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample437	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample438	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample439	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample440	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample441	
source54	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Nok-3	GMI	GMI:6945		Growth							sample442	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample443	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample444	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample445	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample446	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample447	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample448	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample449	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample450	
source55	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Oy-0	GMI	GMI:6946		Growth							sample451	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample452	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample453	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample454	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample455	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample456	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample457	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample458	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample459	
source56	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-23	GMI	GMI:6951		Growth							sample460	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample461	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample462	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample463	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample464	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample465	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample466	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample467	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample468	
source57	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-7	GMI	GMI:6956		Growth							sample469	
source58	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-8	GMI	GMI:6957		Growth							sample470	
source58	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-8	GMI	GMI:6957		Growth							sample471	
source58	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-8	GMI	GMI:6957		Growth							sample472	
source58	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pu2-8	GMI	GMI:6957		Growth							sample473	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample474	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample475	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample476	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample477	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample478	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample479	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample480	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample481	
source59	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ra-0	GMI	GMI:6958		Growth							sample482	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample483	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample484	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample485	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample486	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample487	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample488	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample489	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample490	
source60	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-1	GMI	GMI:6959		Growth							sample491	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample492	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample493	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample494	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample495	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample496	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample497	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample498	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample499	
source61	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ren-11	GMI	GMI:6960		Growth							sample500	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample501	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample502	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample503	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample504	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample505	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample506	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample507	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample508	
source62	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Se-0	GMI	GMI:6961		Growth							sample509	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample510	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample511	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample512	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample513	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample514	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample515	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample516	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample517	
source63	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Shahdara	GMI	GMI:6962		Growth							sample518	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample519	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample520	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample521	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample522	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample523	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample524	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample525	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample526	
source64	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sorbo	GMI	GMI:6963		Growth							sample527	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample528	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample529	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample530	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample531	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample532	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample533	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample534	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample535	
source65	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-2	GMI	GMI:6964		Growth							sample536	
