Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay220																																																																0.3934	0.0323	1	0	1																																							
assay559																																								0.06	0.399	23.1	12.3	22.1	6.7																																																														
assay812														8.05272	83.7956	1852.18	15462.9	6974.11	8862.2	27982	31446.9	92.7972	56.8189	1.00371	1.7474	1.08218	73.5402	0.179672	5.23964	4.66281	3.63817																																																																												
assay600																																														180.41	27.7529	168.038																																																											
assay673																																														162.033	39.4279	31.425	19.1054	68.5318	50.4276	18.0362	37.145																																																						
assay1139																																																																																													4.43														
assay157	1.49071	1.24722	71.5	33.6	50	41	28																																																														18	12	11			7	3	2	2.7	8.7	12.6	0	1	1	1	1	1	1	1.5	1	1	0	0	0															
assay889																																																						1.167	6.497	1.333	3.097	2.167	4.409	1.333	5.244	0.167	4.487																															44.3	56.3	27.5	16										
assay237																																																																0.9298	0.0597	0	0	0																																							
assay183	5.473	1.85472	87.8542	2.08167	56	50	41																																																														17	22	23			7	3	2	2.2	7.5	10.7	1	1	1	0	0	0	0.75	0.75	0.75	1	0	0	1															
assay457																																				125	96.8	40.3	24.3	2.777	1.3021				83.1																																																														
assay779														8.26216	80.8552	746.836	16303.8	7875.98	9739.7	32959.2	32882.9	102.266	55.6318	1.0595	1.72259	0.911382	63.5054	0.179469	5.87971	2.71156	2.1644																																																																												
assay1126																																																																																																		0.0050109	0.00142789	0.0820875	1.84043	3.67647	18.9253	0	56.05	66.75	100
assay588																																														181.049	33.0302	32.6968	21.3578	73.4815	54.1202	18.7587	40.4585																																																						
assay1165																																																																																													4.96														
assay1197																																																																																													0.88														
assay582																																														151.215	42.1358	20.7882	22.0552	65.0562	42.8175	22.147	44.2211																																																						
assay145	34	35.6	111.708	8.92562	73	63	34																																																														31	38	31			7	3	2	2	8.6	14.5	0	0	1	0	0	0	0.5	0.75	1	1	1	1	0															
assay962																																																						0.833	2.449	0.333	3.977	3.333	3.639	0.667	3.637	0.5	4.724																																												
assay125	25	1.06719	6.56802	2.51661	44	29	27	79																																																													15	10	11	1.5	1	5	3	2	5	6	8.5	0	1	0	1	1	0	0.5	0.75	0.75	1	0	0	0															
assay1124																																																																																																		0.00981058	0.00325392	0.11431	0	99.0741	61.956	0	0	2.21239	34.3533
assay483																																					125	85.2	37.1	1.092	0.3914	39.8	26	200																																																															
assay1132																																																																																													0.81														
assay727																																														150.249	40.2655	50.925	22.8384	87.1424	73.9046	12.7866	35.9965																																																						
assay115	200		0	182.667	107	160	207																																																														41	82	108	1.5	0.9	5	4	3	5.3	10.5	11	0	1	1	1	1	1	0.75	0	0	1	1	1	0															
assay570																																														166.69	26.0618	24.379	16.4742	58.0526	41.0804	16.5362	33.3679																																																						
assay30	25.5	27.1667	89.6875	68.3333	63	35	26	9																																																													19	15	9	1.8	1.3	7	4	3	3.3	6.6	10	0	1	1	0	0	0	1	0	0	0	0	0	0															
assay461																																				33.8	23.6	22.2	21.4	0.045	1.6034	28.2	14.1	27.8	14.6																																																														
assay81	52.9898	2.47768	4.96655	57	51	77	62	42																																																													23	56	59	1.4	1	5	3	3	5.4	8.7	13	0	0	1	0	1	0	1	1	1	1	0	1	1															
assay594																																														111.225	30.0511	26.1398	20.3687	63.9585	46.7079	17.5535	37.9699																																																						
assay571																																														180.792	26.0843	163.224																																																											
assay232																																																																0.5252	0.0352	0	1	1																																							
assay986																																																						0.667	3.74	2.333	3.141	7.167	3.395	0	4.516	0	4.212																																												
assay825														7.31474	67.147	890.307	13120.2	8381.77	10937.3	34778.7	26121	102.022	58.9264	1.29449	2.7033	0.828791	67.0787	0.291317	7.0313	0.362084	4.76828																																																																												
assay212																																																																0.7504	0.0544	0	0	0																																							
assay206																																																																0.2804	0.0234	1	0	1																																							
assay201																																																																0.2529	0.0232	1	0	1																																							
assay842														5.96445	87.0448	1884.19	14386.9	9390.08	12597.9	26409.9	28227.1	72.4784	57.3965	1.44974	4.31711	0.591849	67.2983	0.317678	7.6038	1.85663	3.5362																																																																												
assay902																																1	0	1	0																			0.667	3.56	0	3.441	2	5.105	0	2.397	0.5	4.92																															17	20	57.3	17.2										
assay880																																1	1	1	1																			0.5	5.186	2.667	4.638	5.5	4.103	0.333	5.616	0	4.994																															17.5	40	38.8	13.4										
assay1069																																																																																																		0.00781034	0.00149967	0.0428271	0.182897	52.261	39.5312	1.17e-20	2.715	26.5	77.9997
assay502																																				35.7	23.2		18.9	0.114	1.072	27.8	15.5	33.3	16.9																																																														
assay1137																																																																																													0.63														
assay1043																																																																																																		0.00597122	0.00224457	0.0724796	1.02e-16	74.7469		0	1.68e-16	1.26e-14	-2.63e-14
assay788														8.10618	84.4231	440.524	14225.8	7705.2	12848.6	27901.3	27587.5	85.1198	52.3538	1.0442	2.58732	0.87429	53.348	0.15294	7.52783	2.2981	2.92166																																																																												
assay10	200	43.6	0	45.81	91	97	123																																																														37	42	158			7	3	2	2.5	7.2	15	0	0	0	0	0	1	0.75	0.75	0.75	0	0	0	1															
assay533																																				34.1	25.8	21.6	20.9	0.328	0.449	29	19.6	30.1	16.8																																																														
assay1206																																																																																													4.71														
assay1196																																																																																													1.19														
assay1182																																																																																													4.39														
assay15	27.5	0.897527	88.5208	15.7339	54	34	25	0																																																													18	11	8	1.8	1.1	7	4	2	3.4	9.5	10.5	0	1	1	0	0	0	0	0.5	1	1	1	0	1															
assay304									0	0	0	1	1																																																																																														
assay219																																																																0.2883	0.0188	1	0	1																																							
assay743																																														159.533	38.9751	59.1042	29.7236	97.6757	88.7193	9.35774	38.8292																																																						
assay1219																																																																																													7.55														
assay289																																																																1.3293	0.0774	0	0	0																																							
assay91					46	38.6667	29.8																																																																																																				
assay494																																				31.6	17	20	18.2	0.335	1.1361	25.1	10.4	23.4	10.3																																																														
assay635																																														162.518	34.3289	38.2272	22.9341	74.6704	60.4505	13.496	36.4548																																																						
assay236																																																																0.6955	0.0531	0	0	0																																							
assay854																																																						2.833	5.36	0.2	5.5	6.5	3.204	1	4.965	0.833	6.024																																												
assay455																																				24.6	19	19.7	17.5	0.021	0.798	26.5	12.3	32	11.4																																																														
assay292																																																																0.4589	0.0301	0	1	1																																							
assay1027																																																																																																		0.00928937	0.000899734	0.0568184	1.24959	37.0913	6.41757	0	69.0335	98.75	100
assay158	29.3403	3.02306	77.6667	56.8333	45	29	28																																																														13	11	10			7	3	2	2.2	10	11.7	1	0	0	1	1	0	0	0	0	1	0	0	0															
assay728																																														154.76	33.4013	26.091	18.0244	59.3838	44.215	15.9507	33.4982																																																						
assay75	0	55.6667	200	54.8321	103	151	250	71																																																													33	68	184	1.4	0.9	5	3	2	4.3	8	11.2	0	1	1	0	1	1	1	1	1	0	0	1	1															
assay273																																																																0.6028	0.0445	0	0	0																																							
assay672																																														178.862	43.5212	64.1773	29.083	103.769	93.528	10.212	39.3815																																																						
assay530																																				125	125	79.5	33.4	0.81	0.804	34.8	24.5	200																																																															
assay309									1	1	1	1	1																																																																																														
assay642																																														170.599	29.7397	28.6377	22.5358	72.2789	51.2288	21.161	43.7211																																																						
assay589																																														114.658	28.4476	30.4244	15.7219	64.1611	46.1034	18.6897	33.8987																																																						
assay213																																																																0.45	0.0362	0	0	0																																							
assay234																																																																0.5183	0.0357	0	0	0																																							
assay283																																																																0.7159	0.0472	0	0	0																																							
assay695																																														177.328	28.0289	28.6838	23.9354	70.8352	53.4914	17.0205	41.9178																																																						
assay901																																																						2.25	2.068	0.333	1.409	8	4.78	2	5.907	1.5	3.893																																												
assay296									1	1	0	0																																																																																															
assay762														7.32627	84.521	730.819	13067.5	9426.05	10406.1	36131.4	25014.7	81.5031	56.6081	1.49043	3.12762	0.618611	62.0147	0.190604	7.1481	1.13786	3.05935																																																																												
assay884																																0	0	0	0																			2.167	3.761	1.5	4.821	6	4.122	2	5.258	0.167	4.257																															17.3	29.5	50.5	15.7										
assay345									1	0	1		0																																																																																														
assay52	31.6667	1.89297		11.3235	49	37	32	5																																																													15	13	15	1.5	1.1	7	3	3	3.6	9.6	9.6	0	0	1	1	1	1	0.5	0.5	0.75	1	0	0	1															
assay617																																														164.066	29.9232	23.4698	18.4535	59.1834	41.2441	18.0362	36.0272																																																						
assay1062																																																																																																		0.00648904	0.00506638	0.112877	-0.0992064	66.0792	72.0971	-16.2713	10.7025	8.5	26.0385
assay820														8.53716	91.5512	1308.63	14825.1	7493.85	8939.66	25717.6	28138.5	105.731	61.5412	1.34012	3.3059	0.559085	60.9216	0.24851	6.78443	0.256469	3.91999																																																																												
assay474																																				89	45.8		18.3	3.049	1.143	29.3	12.4																																																																
assay555																																				35.2	24.6		22.1			26.6	16	32	20.7																																																														
assay77	11.0743	2.79384	11.2916	55.3333	56	67	64	46																																																													25	55	53	1.4	1.1	5	3	2	5.3	8	9.5	0	1	1	0	1	1	0	0.5	1	1	0	0	1															
assay487																																				36.2	23	24.7	18.1	0.155	2.0038	28.4	16.3	30.8	17.7																																																														
assay909																																0	1	1	1																			2.667	5.215	1	4.316	2.8	3.93	0.667	3.617	2.167	4.584																															41	38.5	19	15.5										
assay552																																					125	88.9	33.1	1.629	0.937	38	19.9	200																																																															
assay450																																				30.2	21.8	21.5	16.8	0.063	1.0127	27.9	11.2	28.6	9.9																																																														
assay585																																														182.402	19.7076																																																												
assay146	37.3472	31.8	106.031	7.5148	73	51	33																																																														32	37	18			7	3	2	2.2	10.3	14.8	0	0	1	0	0	0	0.75	1	1	1	1	1	0															
assay679																																														171.934	23.4475																																																												
assay462																																				125	125	104	58.5	1.346	0.8484	60.3	64	200																																																															
assay107					43	30	26																																																																																																				
assay1019																																																						1.333	5.757	3.833	4.513	6.5	4.466	1.667	4.17	1.667	4.876																																												
assay451																																				44.7	29	21.9	17.3	1.371	0.6743	28.7	14.5	41	30.4																																																														
assay241																																																																0.4282	0.0301	1	0	1																																							
assay382									1	0	0	0	0																																																																																														
assay493																																								0.181	0.7381	36.5	31.3	49.3	59.4																																																														
assay333									1	1	1	0	1																																																																																														
assay82	1.06719	19.1667	4.92161	2.79384	44	27	26	0																																																													16	9	7	1.7	1.1	7	3	2	4.7	6.2	4.6	0	0	1	0	0	0	0	0	0	1	1	0	0															
assay521																																					55.8		24.2			28.4	19.7	57.9	63.6																																																														
assay624																																														154.813	21.7027	34.0625	20.8772	71.4362	55.2288	16.2029	37.3443																																																						
assay428																																				70.6	53	47.5	33	0.068	1.0219	33.3	21	45	49.7																																																														
assay776														7.37713	77.5897	581.727	12811.1	7323.57	11231.3	28742.4	26613.7	97.3252	61.1465	1.2007	2.80752	1.11077	73.3824	0.234358	7.24258	3.64739	3.50373																																																																												
assay885																																0	0	0	0																			1.4	4.194	2.333	4.34	3.833	4.136	1.333	5.481	0.5	4.067																															34.3	40.8	8	14.2										
assay328									1	1	0		0																																																																																														
assay1179																																																																																													6.53														
assay1038																																																																																																		0.0108297	0.00508417	0.105011	0	100	43.6321	0	0	19	73.9986
assay438																																				33.1	20.4	19.6	17.4	0.144	1.0632	24.9	14.8	24.2	10.9																																																														
assay1123																																																																																																			0.0106649	0.161973	0.778446	78.7292	28.0075	0	0	54.25	100
assay264																																																																0.5893	0.0415	0	0	0																																							
assay94					58.5	37	29.8																																																																																																				
assay346									1	1		0	1																																																																																														
assay365									1	0	0	0	1																																																																																														
assay411																																				30.7	21.6	21.3	18.6	0.127	1.2302	27.2	15.1	27.3	11.1																																																														
assay847																																																						0.667	3.82	0.333	4.577	4	4.981	1.4	3.737	0.667	4.675																																												
assay1007																																																						0	3.358	2.333	5.447	4.833	4.55	0.167	3.807	1	4.738																																												
assay271																																																																0.5879	0.0376	0	0	0																																							
assay58	11.1001	28.8333	11.4632	47	84		55																																																														15		46			7		3	1.5		9.8	1		0	0		0	1		0.75	0		0	0															
assay787														8.98808	79.0679	386.409	12782.9	9329.64	12724.3	39663.8	25314.4	84.8109	63.5729	1.35987	2.61282	0.986391	72.3438	0.203915	7.68037	3.19217	2.19694																																																																												
assay792														7.78761	89.931	1177.18	14717.5	7903.89	11160.3	20773.1	30856.9	116.607	60.1815	1.10439	3.0288	1.50463	69.9686	0.16987	6.62526	10.3086	2.39046																																																																												
assay719																																														159.643	37.1783	26.425	18.3999	69.4513	44.6814	24.3424	42.9494																																																						
assay99					46	35.5	30																																																																																																				
assay649																																														162.115	32.9445	55.1675	32.2413	107.421	87.4597	20.7151	52.5363																																																						
assay945																																1	0	1	0																			3.5	5.874	6.2	4.165	9.833	5.223	3.5	5.532	1.333	5.056																															23.3	19	25.7	13.3										
assay80	23.3333	20.8333	4.85627	47.8333	44	28	26	75																																																													11	9	9	1.8	1.2	5	3	3	3.9	7.8	6.5	0	1	1	0	1	0	0	0.5	0	1	1	0	0															
assay360									1	1	1	1	1																																																																																														
assay185		24	67.4	2.06155	60	46	34																																																														19	21	14			5	3	2	2.5	7.2	10.5	0	1	1	0	0	0	1.5	1	1	1	0	0	0															
assay486																																				75.8	45.6	32.6	24.9	1.143	1.5632	31.9	20.4		82.6																																																														
assay674																																														180.167	27.0369	55.0003	36.3303	102.247	91.2379	10.4812	47.0635																																																						
assay372									1	1	0	0	0																																																																																														
assay915																																1	0	1	0																			0.167	4.142	0.167	4.511	7	4.402	0	4.373	0	3.267																															28.8	44.5	54.3	14.5										
assay63	3.78169	24.5	9.66092	38.8333	52	42	33	28																																																													14	24	14	1.4	1.1	5	3	2	4.2	8.7	10	0	1	1	0	0	0	0.75	1	1.5	1	1	0	1															
assay700																																														179.205	27.64	29.5171	24.5802	71.681	54.506	17.479	41.9706																																																						
assay477																																				33.7	24.8		20.8	0.109	0.246	29.1	18.4	30.7	16.9																																																														
assay933																																																						5.667	1.541	3	3.809	3.5	2.662	3.8	5.537	4	4.754																																												
assay929																																1	0		0																			2	5.613	1.667	3.138	5.667	6.225	0.333	2.869	0.167	5.008																															13.3	13.5	17.3	9.2										
assay795														7.0931	77.7418	755.564	13177	8228.81	14455.5	33190.6	27199	86.2196	52.2625	0.995625	2.69946	1.15746	65.08	0.207465	8.26025	3.35086	3.23984																																																																												
assay596																																														178.057	33.1322	93.0026																																																											
assay160	35.4083	27.6667	5.46584	11.5326	61	51	40																																																														31	28	25			7	3	2	2.6	7.6	9.9	0	0	1	1	1	1	0.5	0.5	0.5	1	0	0	0															
assay607																																														154.752	30.6287	30.2434	22.1248	62.0749	52.3083	9.46724	31.7827																																																						
assay261																																																																0.7344	0.046	0	0	0																																							
assay878																																1	1	1	1																			0.667	4.826	0.5	4.775	4.5	4.623	0.333	4.611	0.5	4.924																															9.8	15.5	58.5	11.7										
assay708																																														170.385	33.0638	148.301																																																											
assay198																																																																1.575	0.0925	0	0	0																																							
assay288																																																																0.6675	0.0486	0	0	0																																							
assay246																																																																0.7196	0.0576	0	0	0																																							
assay363									0	0	0	0	0																																																																																														
assay103					60	50.25	67																																																																																																				
assay670																																														176.851	18.1528	59.6371	30.4662	104.979	90.1982	15.0353	45.4022																																																						
assay482																																				98.9	96.3	78.5	60	0.272	0.9646	42.8	32.9	55.9	59.5																																																														
assay823														8.10169	89.6565	516.62	14047.7	8012.48	10290.2	37172	27402.7	82.6609	61.4866	1.14389	4.08471	1.0249	77.4302	0.154916	6.74116	2.17268	2.86735																																																																												
assay577																																														188.772	21.7971	166.221			127.604																																																								
assay393																																				27.3	17.6		16.6	0.052	0.425	26.4	16.1	23	9.7																																																														
assay742																																														182.011	33.1707	47.1974	26.1911	91.6554	73.5162	18.7151	44.5979																																																						
assay179	27.5	30.5	3.34996	44.6	51	33	26																																																														16	12	10			5	3	2	2.7	8	9	0	0	0	0	0	1	1	1	1.5	0	0	0	0															
assay886																																0	1	1																				6.667	5.625	5	3.854	8.167	2.755	8.333	4.817	8.5	2.96																															64.5	90	69.8	12.7										
assay1114																																																																																																		0.00726701	0.00463918	0.0932407	0.0988183	48.3814	134.413	28.9785	0	0.25	0
assay952																																																						3.333	6.248	4.333	5.237	5.667	5.552	1	5.763	1	5.823																															39	47.8	22.3	14.6										
assay337									0	0	0	0	1																																																																																														
assay1084																																																																																																			0.0112321	0.117901	-0.0565476	100	82.8514	41.7335	1.69e-17	8.23e-17	31.1765
assay951																																1	1	0	1																			1.333	4.577	2.5	3.815	4.333	2.748	0	3.318	0.167	3.055																															43.8	44.8	12.3	15.9										
assay114	200	4.52462	200	53.5568	100	167	250																																																														33	71	150	1.6	0.9	5	4	3	5	10.2	9.5	0	0	1	1	1	1	0.75	0	0	0	0	0	0															
assay632																																														178.78	29.0857	55.9095	31.1332	105.346	89.2917	16.0415	47.2684																																																						
assay341									1																																																																																																		
assay641																																														160.559	37.6937	30.8641	21.6523	70.7286	52.6034	17.4952	39.5726																																																						
assay709																																														159.506	28.3226	29.3336	21.7801	67.0282	51.1431	15.5501	37.5255																																																						
assay150	33.8	1.5	92.6875	4.85341	49	51	45																																																														20	32	26			7	3	2	2.6	7	11	0	0	0	0	0	1	0.5	0.75	1	0	0	0	0															
assay1067																																																																																																		0.0100049	0.00106702	0.0569047	0.18999	98.2558	44.6354	0	0	5.5	87.5
assay19	49.5018	1.24722	110.042	3.28718	66	77	66	73																																																													23	50	69	1.5	1.2	7	4	3	4.4	7.3	9.4	1	0	1	0	1	0	0.75	0.5	0.5	1	0	1	1															
assay214																																																																0.9318	0.0592	1	0	1																																							
assay1180																																																																																													1.13														
assay657																																														136.856	28.4205	30.4263	18.6135	66.2358	49.2441	17.0501	35.8588																																																						
assay839														6.47943	84.1626	1295.14	14320.7	8549.19	10166.5	36372.2	27637.7	82.0072	62.1557	1.32145	3.76133	1.27986	81.6843	0.138026	6.24214	2.63265	2.8832																																																																												
assay973																																																						1.5	3.957	2.333	3.963	6.833	4.867	1	5.411	0.333	5.189																																												
assay384									0	0	1	0	0																																																																																														
assay297									1	1	1	1	1																																																																																														
assay501																																				55.4	33.8	25.6	18.2	1.169	0.825	29	15.5	49.3	48.3																																																														
assay683																																														177.386	41.9794	30.3491	19.3497	64.2208	49.6661	15.6034	34.2844																																																						
assay713																																														162.635	41.6808	26.152	20.0164	63.3615	46.1187	16.6758	37.011																																																						
assay37	25.1667	4	106.375	59.8	44	42	31	43																																																													17	12	13	1.3	0.9	5	3	3	3.7	8	8.2	0	1	0	0	1	1	0.5	0.5	0.5	1	0	0	1															
assay704																																														171.937	33.8761	78.3485	27.0325	108.406	98.0968	9.77454	37.1374																																																						
assay364									0	0	1	1	1																																																																																														
assay917																																1	0	1	0																			2.333	4.056	0.667	4.848	4.667	3.87	0.333	4.844	0.667	5.322																															26	40	16.5	15.2										
assay865																																1	0	1	0																			0.333	3.343	0	4.495	4.2	3.869	0	3.816	0	3.871																															25.8	28.3	35.3	16.7										
assay86	2.20593	4.66964	77	5.28099	56	41	39	16																																																													18	21	21	1.4	1	7	4	3	3.2	8	11.2	0	0	1	0	0	0	1	1	1	0	0	0	0															
assay540																																				56.4	34.6		22.1	1.69	1.398	29.3	16.2	41.8	27.2																																																														
assay1153																																																																																													5.59														
assay108	52.0349	1.1547	93.0417	44.8333	75	63	79	15																																																													32	25	62	1.5	1.1	5	3	3	4.4	10.5	9.8	0	1	1	0	0	0	1	1.5	1.5	0	1	1	1															
assay771														6.31293	81.6757	388.74	13020.6	9200.61	11294.1	31292.9	28506.1	94.7804	62.2075	0.931158	3.20017	0.874065	35.2087	0.226578	7.00888	4.32345	2.74619																																																																												
assay1155																																																																																													1.02														
assay729																																														185.556	42.3477	24.8802	21.7333	67.6388	46.5377	19.2481	42.1759																																																						
assay1218																																																																																													5.92														
assay978																																																						1.333	4.759	0.6	4.631	2.75	5.612	0	4.539	1.333	3.999																																												
assay130	95.0417				91	116	126																																																														42	60	90			5	3	2	2	6.5	9.2	0	1	1	0	0	0	0.5	1	1	1	0	0	0															
assay987																																																						0.333	2.965	1.833	4.643	2	3.492	0	3.616	1.167	4.829																																												
assay358									1	0		0	1																																																																																														
assay615																																														159.259	40.3564	35.5469	21.4268	69.4474	55.7537	13.613	35.2272																																																						
assay87	6.28932	2.58602	0	3.61109	48	70	71																																																														19	46	55			7	3	2	3.2	11.8	13	0	0	0	1	1	1	0.5	1	1	1	0	0	0															
assay856																																																						0.333	4.19	3.5	2.638	7.667	5.96	3	4.596	1.5	4.688																															13.3	22.8	25.3	16.2										
assay1194																																																																																													0.46														
assay215																																																																0.5169	0.0378	0	0	0																																							
assay1201																																																																																													0.46														
assay119	36.3472	25.1667	4.81534	6.81705	60	52	50	6																																																													24	37	44	1.4	1	5	4	2	5	8	10.5	1	1	1	0	0	1	1.5	0.5	0.5	0	0	0	0															
assay116	185.34	35.3333	0	77.25	103	116	113	73																																																													39	38	140	1.5	0.9	5	4	3	5.2	10.5	9.1	0	1	1	0	1	1	1	0	0	1	1	0	0															
assay117	101.868	3.48409	10.7303	14.2773	76	71	68	70																																																													44	49	66	1.2	0.9	5	4	2	4.3	10.8	10.5	1	1	0	0	1	0	0.5	1	1	1	1	0	1															
assay127	1.88562	24	8.82548	59.6667	51	45	37	23																																																													18	22	25	1.4	1	7	3	3	4	9	11	0	0	0	1	1	1	1	0.5	1.5	1	0	0	1															
assay940																																0	1	0	1																			0.833	3.232	1.5	4.764	6.167	3.733	0	4.391	0	4.178																															25	37		15.9										
assay833														9.06489	92.0903	685.172	14202.2	8195.5	9007.09	29078.1	27402.1	95.6083	55.8079	0.924026	2.61753	0.856325	56.1096	0.219892	5.55925	1.04138	3.10253																																																																												
assay1107																																																																																																		0.00917688	0.00542096	0.11761	1.19853	37.7419	32.3125	2.06e-15	2.94	42.6667	100
assay349									1	1	1	1																																																																																															
assay23	35.5069	1.82574	5.69066	62.25	49	49	42	52																																																													21	28	37	1.3	0.7	5	4	2	4.2	8.2	11.5	0	1	1	0	1	0	1	0.5	1	1	0	0	1															
assay258																																																																0.3802	0.0342	0	0	0																																							
assay1058																																																																																																		0.0108666	0.00376411	0.119093	0.74033	46.741	34.5888	0	0.25	31.5	95
assay120	5.1614	3.39935	93.2333	58	83	62	64	122																																																													25	58	52	1.6	1.5	5	3	2	3.4	6.5	5	0	1	0	0	0	0	1	1	1	0	0	0	1															
assay298									0	1	0	0	0																																																																																														
assay424																																				24.5	18.4	16.8	14.6	0.289	0.9374	24.5	11.4	22.2	8.8																																																														
assay836														7.75999	91.9594	482.76	15589.3	7615.41	7435.12	28554	32937.3	108.643	61.9715	1.00767	1.67689	0.798251	79.8934	0.124485	5.09902	3.00749	2.70447																																																																												
assay73	35.1736	31.3333	4.42217	50.5	63	49	33	7																																																													23	34	21	1.5	1.1	5	3	2	4.7	8.5	8.8	0	0	1	0	1	1		0.5	0.5	1	0	0	0															
assay509																																				43	28	21	18.4	0.362	0.76	25.6	15.6	29	16.1																																																														
assay1113																																																																																																		0.00622614	0.00556702	0.151147	0.109524	96.1155	46.7985	4.32e-16	-4.25e-15	15.4	82.2222
assay323									1	1	1	0	0																																																																																														
assay613																																														157.905	22.9508	25.5313	20.0586	62.7358	45.2915	17.4254	37.3787																																																						
assay586																																														165.998	26.7362	35.4095	19.2801	68.0131	54.7303	13.3966	32.607																																																						
assay903																																0	1	0	1																			0	5.316	2.333	4.295	2	4.442	0.333	4.384	0	4.975																															53	47.8	19	16.6										
assay893																																0	0	1	0																			3.333	4.988	5	5.913	6.8	4.514	2.833	6.065	1.833	5.97																															77.8	126.3	27.8	12.7										
assay970																																																						1.333	4.935	2.5	5.554	8.167	4.007	1.5	4.983	2.667	5.123																																												
assay565																																				62.9	35.2	32.6	26.4	1.116	1.958	33.2	17																																																																
assay1078																																																																																																		0.0109474	0.00399271	0.0852431	0.205765	88.7821	11.9694	-6.95e-20	31	100	100
assay295									1	1		0	0																																																																																														
assay484																																				125	125	86.5	40.6	1.91	2.6742			200																																																															
assay1063																																																																																																		0.00910935	0.00440226	0.1469	0.282494	40.8707	132.644	-0.379758	1.95	2	8.98741
assay216																																																																0.2607	0.0219	1	0	1																																							
assay925																																1	1	1	1																			0.167	3.252	0	2.709	3.333	3.413	0.167	4.153	0	2.981																															33.3	56	26	14.8										
assay1178																																																																																													8.66														
assay1166																																																																																													0.71														
assay262																																																																0.8804	0.0852	0	0	0																																							
assay1146																																																																																													6.79														
assay1031																																																																																																		0.0102952	0.00188348	0.0611728	0.0329185	79.6342	37.63	-9.96e-21	0.8775	23.329	87.8445
assay473																																				40.6	25	20.5	16.5	0.336	1.7672	25.2	15.4	36	18.7																																																														
assay1083																																																																																																		0.00808728	0.00584478	0.140898			75.5528	-20.0264	1.72e-17	1.48967	4.63917
assay794														6.40518	89.3109	803.264	12592.7	8071.47	9818.77	32395.3	25707.4	99.7562	60.4105	1.24515	2.41416	1.12772	69.9305	0.178188	6.48258	2.83966	4.39092																																																																												
assay958																																																						0.833	3.043	0.333	3.688	2	4.264	0.5	3.272	0.167	5.576																																												
assay516																																							18.3																																																																				
assay1186																																																																																													0.52														
assay799														7.89534	93.9656	802.827	13895.9	8645.05	11109.1	27513.6	27933.5	91.9871	54.3068	1.31166	1.84432	0.85146	65.4286	0.278088	6.50909	2.96959	3.19226																																																																												
assay510																																				125	77		27.5	3.151	2.093	33.6	27.7	94.1	110.8																																																														
assay153	1.70783	29	5.38516	2.09762	68	52	51																																																														30	27	29			7	3	3	2.5	6.2	9	1	0	0	0	1	1	1.5	1	1.5	0	0	0	0															
assay416																																							22.4	0.463	1.2478	29.4	18.6	37.8	33.8																																																														
assay1016																																																						0.167	3.175	1.167	4.831	4	5.198	0	3.991	0.5	3.956																																												
assay1012																																																						2.167	4.877	0.833	4.965	5.4	4.271	0	4.341	0.2	4.716																																												
assay796														5.97522	82.9171	578.632	11996.1	8440.93	11101.2	28530	26931.5	100.746	63.0922	1.2611	3.58668	1.03861	79.0024	0.20375	7.0328	1.70932	4.35148																																																																												
assay687																																														190.945	25.6702																																																												
assay920																																0	1	1	1																			0.167	4.383	1	3.73	6.167	3.664	0	4.607	0	2.642																															31	21	58.3	15.6										
assay790														6.64438	86.2318	584.977	12730.1	8229.41	11995.9	26369.8	26563.1	83.2488	57.0506	1.50139	3.38568	0.813964	77.3017	0.185237	7.09402	1.99603	4.08082																																																																												
assay980																																																						2.833	4.464	1.5	3.553	0.5	4.095	0.333	2.858	0	3.242																																												
assay511																																				49.8	89.8	125	20.5	1.183	1.281			55	95.4																																																														
assay277																																																																0.5211	0.039	0	0	0																																							
assay1039																																																																																																		0.00799193	0.00269385	0.0908374	0.683034	58.0065	31.2414	0	7.25	44.25	98.913
assay703																																														178.506	35.7086	32.4035	20.3714	72.239	52.4478	25.9367	42.3136																																																						
assay88					65	66.75	54.3																																																																																																				
