Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay178	52.5417	2.62467	4.43471	40.2																																																																	18	36	53			5	3	2	3.4	6.2	7.5	0	1	1	0	1	1	1	1	1	1	0	0	0															
assay351										0	0	1	0																																																																																														
assay993																																																						0.333	3.075	1.333	4.655	6	4.983	0.5	2.909	0	3.458																																												
assay1052																																																																																																		0.00553213	0.00100927	0.0449287	1.3185	26.3979	57.4922	1.25	0	6.75	46.4018
assay566																																				46.9	33.2		28.2	0.175	0.418	33.1	23.4																																																																
assay90					76	91	126																																																														38	47	126			5	3	2	2.4	7.5	13	1	0	0	0	0	0	0	0.5	0.5	1	1	1	1															
assay1154																																																																																													0.67														
assay1204																																																																																													6.83														
assay310									1	0	0		0																																																																																														
assay602																																														184.898	30.1706	70.0326	38.7135	125.834	109.776	17.2558	55.8976																																																						
assay325									1	0	0	1	0																																																																																														
assay122	8.82864	3.93347	0	67.2	51	55	73	13																																																													15	51	80	1.3	1.5	5	3	2	2.7	8.2	7.6	0	1	0	0	0	1	0	0.75	1	1	1	0	1															
assay756														5.82627	73.3522	927.769	11156.5	8715.8	9975.02	36589.7	23560.6	139.611	63.5415	2.17381	3.47692	1.11941	94.6996	0.15664	6.46284	1.54899	4.87692																																																																												
assay24	2.62467	2.51661	8.99465	5.63964	51	32	32	0																																																													13	12	15	1.6	1.2	5	3	2	4.5	9	11.2	0	1	1	0	1	0	0	0.75	1	1	1	0	0															
assay83	28.8333	27.8333	3.57849	43.8333	49	34	29	65																																																													16	12	16	1.5	1	7	4	3	3.7	8.7	12	0	1	1	0	0	0	0.75	0.5	0.5	1	0	1	1															
assay32	0	53	0	0	108	135	250																																																														65	185	185	1.5	0.9	5	3	3	4.5	9	9.5	0	1	1	0	1	1	0	1	1	1	0	0	0															
assay437																																				29.4	18.8	21.7	18.2	0.096	1.2245	25.1	12.5	28.7	10.4																																																														
assay513																																				33	22.6		27.3	0.037	1.79	27.3	19	29.4	13.7																																																														
assay196					101	128	250																																																														38	60	96			7	4	2				1	0	1	0	0	0	0	0	0.5	1	0	0	1															
assay1164																																																																																													1.14														
assay701																																														150.84	37.4564	61.2333	30.8578	98.6859	91.7826	8.16857	38.5749																																																						
assay520																																				33.1	23.8	22.1	22.8	0.146	1.714	29.3	13.8	29.1	11.5																																																														
assay35	162.514	41.6667	0	71	64	98	93	61																																																													24	51	48	1.5	1	5	3	2	4.8	9.5	12	0	0	1	0	0	0	0	0	0.5	0	0	1	1															
assay186	32.8333	1.72047	3.44093	47	63	50	38																																																														19	26	19			5	3	2	2.5	6.5	10.2	0	1	1	0	0	0	0.75	1	1	1	0	0	0															
assay1100																																																																																																		0.00644253	0.00173384	0.0479769	0.45541	65.1936	40.1786	0	0.25	26	82.2881
assay573																																														187.514	28.4487	65.1273	32.6043	111.196	97.3101	13.1144	45.7053																																																						
assay1010																																																						0.667	4.117	1.833	4.068	2.333	2.389	0.333	4.499	0.333	4.789																																												
assay314									1	1		1	1																																																																																														
assay467																																				30.9	14.2	17	17.8	0.055	0.3291	21.2	13.7	21.9	8.9																																																														
assay299									0	1	0	0																																																																																															
assay934																																																						1.167	3.203	2.167	5.407	6.833	4.366	0.5	4.142	1.333	3.723																																												
assay605																																														151.954	29.3017	25.2733	17.9923	59.8314	42.6722	16.8704	34.7265																																																						
assay386									1		0	1	0																																																																																														
assay866																																1	1	0	1																			4.167	5.492	2.833	4.107	9.833	5.025	1.5	4.275	2.167	4.795																															63.8	59.8	31.3	13.9										
assay159	0	27	0	8.73053	73	104	247																																																														40	55	264			5	3	3	3	7.5	7.5	1	1	1	0	1	1	0.5	0.5	0.5	1	0	0	0															
assay592																																														172.708	32.2605	25.5152	19.7413	62.6517	45.2227	17.2997	37.0544																																																						
assay339									1	0	0	0	1																																																																																														
assay78	28.3333	23.5	6.92656	64.3333	49	32	27	46																																																													14	11	11	1.1	0.8	5	3	2	5	7	10.1	0	0	0	0	0	0	0	0	0	1	0	1	0															
assay536																																				37.9	26	20.8	20.7			24.1	16.6	27.7	13.6																																																														
assay685																																														174.339	24.1065																																																												
assay590																																														167.833	40.0578	38.318	25.9337	75.5732	61.7463	14.4277	39.7945																																																						
assay1092																																																																																																		0.0068478	0.00233671	0.0997348			125.694	-15.2954	0	0.25	0
assay344									1	1	1	1	1																																																																																														
assay942																																1		1																				5	5.724	4	5.578	9.333	1.128	4.167	4.514	1.667	4.91																															24.5	46	29.3	12.7										
assay366									1	1	1	1	1																																																																																														
assay659																																														169.36	27.2099	42.2279	21.6831	78.8989	63.8725	14.8695	36.6305																																																						
assay460																																				32.8	26.4	25.4	24	0.06	0.2614	28.9	18	33.3	17.9																																																														
assay1121																																																																																																		0.00677704	0.0058051	0.143972	0.169275	89.7727	47.2924	0	0	11.25	71.466
assay831														6.13828	69.3657	518.178	11671.3	9406.92	12247.5	26632.2	24677.3	120.211	66.5038	1.67487	2.59104	1.31245	94.7422	0.236109	8.52906	0.627909	3.70996																																																																												
assay426																																								0.383	0.6407	26.3	13.6	31.9	17.9																																																														
assay308									0	1	1	1	0																																																																																														
assay1168																																																																																													0.74														
assay104	29.5208	29.75	6.43416	2.91071	56	59	51																																																														18	43	54			5	3	2	2.7	8.6	10.5	0	1	1	0	1	0	1.5	1.5	1.5	0	0	0	0															
assay54	40.2014	3.60555	104.292	64.3333	55	53	59	36																																																													18	60	80	1.4	1	7	3	2	4	7	10	0	0	0	0	1	0	1	0.5	1	1	0	0	1															
assay31	0	52	200	49.3634	121	222	230																																																														85	148	160	1.4	0.9	7	4	4	3.6	8.5	10	0	0	1	0	0	1	0	0.75	1	1	0	0	0															
assay606																																														157.11	36.843	29.4555	19.6054	63.0842	48.975	13.9254	33.6305																																																						
assay1202																																																																																													0.58														
assay171	40.825	2.33928	1.16619	60.4	64	52	51																																																														21	25	31			7	3	2	2.5	7.2	12.5	1	0	0	0	0	0	0.5	1	1	0	0	0	0															
assay479																																				66.1	35.4	25.9	20.7	1.552	1.3951	26.6	17.4	48.2	46.2																																																														
assay1041																																																																																																			0.00686527	0.0929609	2.38095	0	3.5	0	100	100	100
assay1141																																																																																													1														
assay522																																				41.3	32.8		25.8	0.899	0.704	31.1	17.2	34.4	11.3																																																														
assay890																																1		1	0																			2.167	3.883	1.833	3.05	5.833	3.985	1.667	3.775	0.5	4.785																															13	18.8	18	14.5										
assay300										1	1	1	1																																																																																														
assay202																																																																0.5539	0.0425	0	0	0																																							
assay481																																								0.183	0.2262	29	19.9	36.2	24.8																																																														
assay844																																1	1	1	1																			0.5	5.331	1	3.528	5.333	4.222	0.167	3.711	0	5.055																															15.3	23.3	16.5	15.7										
assay1022																																																																																																			0.00524101	0.103636	1.09419	42.1667	7.94253	8.36e-20	56.75	98.4127	100
assay500																																				125	73.6	51.4	37.4	0.627	1.875	49.4	43.4	123	68.5																																																														
assay263																																																																0.606	0.0434	0	0	0																																							
assay975																																																						3.167	5.592	2.333	5.066	5.667	3.752	0.333	3.085	0.667	5.255																																												
assay491																																								0.572	2.0003	36.5	30.4	54.1	61.5																																																														
assay354									1	0		1	0																																																																																														
assay68	0.687184	21.6667	76.6736	42	44	32	28	28																																																													13	9	12	1.5	1.1	5	3	2	3.4	6	11	0	0	0	1	1	1	0	0	0	0	0	0	0															
assay760														8.87523	85.2091	2395.47	15083.1	10756.7	8906.93	28356.6	28944.5	81.3005	57.258	0.964807	2.84574	0.947949	66.8996	0.229269	5.83629	5.07866	2.64163																																																																												
assay105					64	43	42.8																																																																																																				
assay79	1.24722	21.8333	81.2	52	49	32	26	19																																																													14	10	9	1.4	1.2	7	3	2	5.8	6.8	8	0	0	0	1	0	0	0.75	0.5	0.5	1	1	0	0															
assay1045																																																																																																		0.00780387	0.00240145	0.0657992	0.148809	79.6053	76.5499	73.6761	0	0	65.8889
assay106					63	38.25	39																																																																																																				
assay193	44.2014	1.59861	92.2167	3.54338	46	51	63	189																																																													13	37	36	1.8	1.5	5	3	2	4.1	6.2	9.5	0	1	1	1	0	0	0.75	0.75	1	1	0	0	1															
assay209																																																																0.8465	0.0616	0	0	0																																							
assay859																																0	0	1	0																			3	3.998	4.833	6.168	6.5	4.67	1.667	3.634	4.5	5.065																															62.5	58.5	10	14.6										
assay963																																																						0.667	3.877	1.167	5.007	3.5	4.589	2.667	4.999	3.833	6.03																																												
assay627																																														163.167	33.5628	24.2279	22.1637	64.5282	46.3328	17.551	40.0871																																																						
assay62	46.5417	20.1667	73.3333	2.0548	46	47	56	123																																																													17	39	47	1.6	1.1	7	3	3	5.7	9.2	10.5	0	0	1	1	0	1	1	0.75	0.75	1	0	0	1															
assay1077																																																																																																		0.00645625	0.0024827	0.0845147	0.0148809	100	42.1176	1.43e-19	0	5.43182	94
assay17	200	30.2	0	10.2347	86	169	250	0																																																													36	74	119	1.4	0.9	5	3	3	2.9	5.2	8.5	0	0	0	0	0	0	0	0	0	0	0	0	1															
assay44	31	1.41421	17.0019	4.29793	46	37	30	132																																																													12	10	15	1.4	1	5	3	2	4	8.9	9.5	0	0	1	0	0	0	1.5	1.5	1.5	0	0	1	1															
assay1009																																																						2.5	6.396	2.667	5.8	6.833	3.157	0.167	5.079	0.5	5.324																																												
assay472																																				30.8	19.2	17.1	16.7	0.044	0.4455	23.1	14.5	28.3	10																																																														
assay1079																																																																																																		0.00839784	0.000998095	0.0720201	0.334821	82.0588	18.1081	0	29.25	79.304	100
assay761														5.48502	61.7986	2331.95	12545.7	9299.09	14401.2	28791.5	25865.8	108.04	65.0957	1.35197	3.02628	1.16088	84.9882	0.139104	8.25758	3.07574	5.16177																																																																												
assay165	26	25	7.33523	4.78423	49	35	27																																																														18	10	10			7	3	2	2	6.3	6	0	0	0	0	0	1	0.75	0.5	0.5	0	1	1	0															
assay822														7.68068	86.2444	383.315	14053.7	7901.58	11282.6	31174.1	27502.1	87.9086	65.31	1.48046	4.12086	1.00235	54.2452	0.167937	6.45644	2.61674	2.57778																																																																												
assay1170																																																																																													0.61														
assay291																																																																1.0197	0.0647	1	0	1																																							
assay182	200	45.75	200	22.1711	84	134	250																																																														40	90	310			7	3	2	2.5	7	7.5	0	1	1	0	0	0	0.5	0.5	0.75	1	0	1	1															
assay497																																				125	69.7		25.4	1.265	0.767	61.5	22.4	83.9	89.7																																																														
assay1049																																																																																																		0.00790856	0.00885841	0.159702	0.21536	63.0065	75.9288	-16.0305	0	0.25	1.67045
assay1134																																																																																													4.3														
assay226																																																																0.745	0.0502	0	0	0																																							
assay1156																																																																																													1.51														
assay898																																0	1	1	1																			0.667	5.54	7	4.847	8.833	3.803	0.333	5.347	0.833	4.844																															19.5	33.7	35.5	15.8										
assay164	29.8333	25	81	46.8	66	41	35																																																														38	15	13			7	3	2	2.5	9.5	15.5	0	0	0	0	0	0	0.5	0.5	0.5	1	0	1	0															
assay1163																																																																																													4.79														
assay395																																							36.8	3.324	4.3861	42	38	200																																																															
assay793														9.44487	87.3489	1227.55	14380.9	7408.84	10267.9	32658.8	27738.5	72.6329	56.2749	1.22438	3.08774	0.88872	66.03	0.304926	6.81558	1.52005	3.0653																																																																												
assay499																																					116.4	63.8	27.1	1.882	0.903	32	22.5																																																																
assay774														6.81711	72.746	708.384	13114.9	7976	10148.2	27921.9	28540.2	124.133	59.452	1.52887	4.02286	0.888246	78.2768	0.188075	7.53855	3.36044	4.02137																																																																												
assay778														8.88149	86.7434	1507.57	14656.5	7558.51	9054.04	30609.4	27788.6	95.9186	63.3004	1.23949	4.25038	0.778583	53.902	0.199038	6.45294	1.73558	3.33315																																																																												
assay255																																																																0.8439	0.0574	0	0	0																																							
assay383									1	0	0		0																																																																																														
assay725																																														91.9233	32.4466	24.1196	17.4386	58.0806	40.9688	16.8416	34.5982																																																						
assay755														8.21425	96.7573	655.975	14316.5	7442.01	14046	26243.5	28355.2	73.2863	60.902	1.36351	3.34824	0.992739	57.9322	0.239331	9.37138	3.56447	2.66823																																																																												
assay195					76	60	38																																																														40	42	26			5	4	3	3.2	7.8	12.5	0	0	1	0	0	0	1	0.75	0.75	0	0	0	0															
assay231																																																																0.6256	0.044	0	1	1																																							
assay508																																				87.4	36.2	29.3	19.6	3.598	0.958																																																																		
assay1089																																																																																																		0.00971423	0.00403543	0.159259	0.310245	93.6508	69.2863	-2.19118	1.73e-17	0.5	19.9638
assay784														6.77738	87.7403	505.445	12118.4	8046.88	8800.86	28430.4	25300	118.371	64.0566	1.96698	3.95811	0.906874	83.1431	0.210344	6.54161	0.430425	5.03189																																																																												
assay744																																														166.098	34.0858	25.5211	19.1329	62.5517	45.0896	18.7515	37.5198																																																						
assay826														8.79528	99.2999	1054.63	14232.2	8689.42	7855.89	28063.9	26847.6	82.5645	59.8843	1.22319	3.05737	0.765262	52.7462	0.182282	5.14048	1.84594	3.72003																																																																												
assay1075																																																																																																			0.00656676	0.100571	2.24026	2.77778	40.6665	0.88459	0	9.48457	97.9452
assay1188																																																																																													0.8														
assay1130																																																																																																		0.00929748	0.00349692	0.103447			264	2.1e-15	-4.9e-16	1.04e-14	-2.11e-14
assay717																																														172.019	37.1283	24.6072	21.5438	62.2602	46.3725	16.0772	37.6686																																																						
assay1023																																																																																																			0.0113693	0.170716	0.516917	77.5	12.4755	-8.25e-20	35	100	100
assay782														7.2846	87.0221	769.548	12689.5	8292.43	9349.19	31521.3	24057.8	127.691	54.2759	1.62973	3.20546	0.6212	56.5525	0.175484	7.16682	0.343309	3.3356																																																																												
assay16	200	3.0957	200	107.5	90	171	250	1																																																													48	76	156	1.4	0.9	5	3	2	2.6	5.5	7.5	0	1	1	0	0	0	0	0	0	0	0	0	1															
assay873																																0	1	1	1																			0.667	2.591	2.833	4.021	6.667	4.398	3.5	5.215	1.667	5.032																															39.3	53	11	12.4										
assay852																																																						0.5	3.482	0	4.323	6.333	5.027	1.333	5.669	1.833	4.127																																												
assay205																																																																0.2327	0.0202	1	0	1																																							
assay941																																1	1	1	1																			1	3.113	1.333	3.292	5.5	2.645	0	4.566	1.5	5.406																															34.3	50.3	31.3	10.1										
assay1115																																																																																																		0.00913833	0.00148823	0.0995303	0.200399	77.6094	39.3506	0	1.185	19.75	88.0653
assay735																																														165.662	31.6882	29.1526	21.3076	69.3787	50.7777	16.29	39.2557																																																						
assay1203																																																																																													2.59														
assay123	31.5	3.80424	115.542	14.2332	46	41	43	43																																																													15	18	30	1.4	1	5	3	2	3	7.9	8.4	0	1	0	0	0	1	0	0	1	1	1	0	1															
assay752														4.89917	60.8062	570.525	11143	10502.2	13350.3	29433.5	22636.6	100.548	69.1097	1.31328	4.06472	1.10288	74.4334	0.274396	8.51511	2.32662	3.5933																																																																												
assay478																																				44.7	25.8		16.4			26	14.9	42.6	30.7																																																														
assay855																																																						1.167	3.771	1.5	3.221	7.167	3.395	0	4.388	2.5	5.742																																												
assay6	29.1667	28	4.75903	7.47589	56	35	29																																																														17	13	9			5	3	2	2	8.5	9	1	1	1	0	1	0	0.5	1	1	0	0	0	0															
assay527																																				26.6	19	19.3	18	0.127	1.152		12	26.5	11.1																																																														
assay1035																																																																																																		0.00619291	0.00344973	0.0865612			115.145	-19.0761	0.56	10.25	23.8972
assay385									1	0	0	1	1																																																																																														
assay404																																						78	31.8	1.473	3.1047	36.5	20	200																																																															
assay686																																														189.027	25.6275	52.2428	30.7219	93.9326	82.9444	10.7168	41.578																																																						
assay697																																														161.735	30.8804	23.5002	19.916	62.0282	43.5881	18.2858	38.3588																																																						
assay326									1	1	1	1	0																																																																																														
assay448																																				23.1	16.4	15	14.6	0.241	0.7975	23	13.1																																																																
assay749														7.29728	80.9957	1159.9	13203.2	8640.28	11078	31498.1	24580.4	89.0445	62.4061	1.47198	2.93497	0.647707	66.3228	0.3294	7.59213	1.43417	4.55296																																																																												
assay1190																																																																																													1.33														
assay937																																0	1	1	1																			2	3.444	0.167	3.913	6.667	4.729	0.667	5.033	1.5	5.449																															14.5	24.8	40.8	14.9										
assay355									1	1	1	0	0																																																																																														
assay802														6.32962	81.3822	432.674	13823.2	9230.09	12867.1	31077.6	27567.9	76.6223	56.1339	1.07026	3.02374	0.748156	54.3741	0.169021	7.31158	0.586854	2.94181																																																																												
assay5	200	10.7219	200	78	71	92	87																																																														35	37	74			7	3	2	1.8	6.2	9.7	0	0	1	0	0	0	0.5	0	0.5	0	0	0	1															
assay874																																0	1	1	1																			1.167	3.592	0.833	5.136	3.25	5.326	4	5.197	1.333	4.832																															43.3	42	17.5	8.5										
assay726																																														168.001	19.0269	29.8491	22.0552	68.0131	51.9123	16.0083	38.1305																																																						
assay767														5.05784	63.2393	539.845	12236.8	9872.53	12490.2	26729.4	26712.9	110.874	62.0428	1.74236	3.47805	1.33259	75.5593	0.220302	6.72055	2.45647	4.13684																																																																												
assay1135																																																																																													5.89														
assay668																																														184.569	31.5892	31.4996	18.5552	68.0526	49.9612	17.5781	36.3208																																																						
assay995																																																						1.333	2.688	0.333	3.656	2.6	5.463	2	5.012	0	2.832																																												
assay661																																														161.331	22.972	30.9704	20.5084	67.9176	51.2685	16.4393	36.9783																																																						
assay824														8.02143	90.5997	500.328	12346.9	6275.44	13258.1	24253.1	25655.3	117.846	51.9024	1.27254	2.41885	0.877041	71.4148	0.291744	7.89894	2.38981	4.38605																																																																												
assay409																																				50.1	38	31.1	24.7	0.857	1.4871	32.3	21.3	35.4	28.1																																																														
assay266																																																																0.5519	0.0421	0	0	0																																							
assay72	2.49444	19.5	8.92486	5.26878	51	57	93	127																																																													20	57	63	1.5	1.1	5	3	2	6.4	9	11.7	0	1	0	0	0	0	0.75	1	1	1	0	0	1															
assay924																																0	1	1	1																			1.667	4.945	2.167	5.185	5.333	3.455	1.333	3.205	0	4.508																															36	48.3	28.5	13.7										
assay633																																														184.659	28.9236																																																												
assay1172																																																																																													0.87														
assay877																																1	1	1	1																			0.5	4.506	1.167	3.637	7	4.141	0.167	5.146	0.5	4.756																															10.5	23	18.3	10.6										
assay7	200	52.8333	0	99	90	174	250	0																																																													48	82.5	180	1.5	0.9	5	3	2	3.8	7.2	8.5	0	1	0	1	1	1	0.75	1	1	0	0	0	1															
assay773														7.78952	88.0203	844.023	14293.7	8757.08	9265.86	27183.5	29045.4	80.0474	57.8821	1.30022	3.14306	0.979795	56.6516	0.191414	5.53403	1.85329	3.94922																																																																												
assay13	45.2083	1.70783	0	4.57347	62	58	68	65																																																													21	41	79	1.4	1.2	5	4	3	3.6	7.3	11.5	0	1	1	0	1	0	0	0.5	0.5	1	0	0	1															
assay612																																														179.882	19.7697	34.5953	22.8269	74.2731	57.3211	16.6227	39.6502																																																						
assay244																																																																0.9482	0.0629	0	0	0																																							
assay881																																1	1	0	1																			0	5.012	1	4.024	1.833	4.183	1.333	4.042	0.667	5.516																															56.8	66.3	48.5	16.7										
assay331									1	1	0	1	1																																																																																														
assay768														5.95605	83.9293	590.97	13344.7	10274.4	10003.4	31905.6	27561.5	98.3896	61.8159	0.921377	3.26464	1.38797	66.5073	0.177794	6.1142	3.20529	2.75307																																																																												
assay665																																														167.3	25.2455	165.903																																																											
assay1024																																																																																																		0.00811379	0.00282226	0.0712424			192.072	11.1939	0	0.25	0
assay894																																1	0	1	0																			0.167	4.318	0.167	4.23	8.5	2.348	0.333	4.203	0.167	4.755																															47	85	42.8	13.7										
assay18	1.91133	2.33928	88.5139	7.1278	57	52	38	28																																																													24	28	20	1.6	1	7	4	2	3.6	7.2	12	0	1	1	0	1	0	1	1	1	0	1	0	1															
assay537																																				22.2	19	18	15.1	0.043	1.476	24.4	13.8	22.2	10.2																																																														
assay1061																																																																																																		0.00610056	0.00276316	0.0526419			89.5046	-4.84817	23.0175	44.9286	53.2292
assay923																																1	0	1	0																			1.333	3.223	1.167	4.91	3.833	4.583	0	3.522	0.167	3.401																															45.3	64	21.3	13										
assay222																																																																0.433	0.0353	0	0	0																																							
assay693																																														180.994	40.6357	25.9406	21.7333	65.4793	47.5698	17.6479	39.5399																																																						
assay12	5.53944	26.5	6.5114	61	52	43	39																																																														19	18	23			7	3	2	2	6.2	11	0	0	0	0	1	1	1	1	1.5	0	0	0	0															
assay433																																				68.8	27.4	20.7	15.6	2.597	1.3012	25	8.8	49.8	37.8																																																														
assay860																																0	0	1	0																			2.333	2.026	1.833	2.262	6.667	4.773	3.5	2.672	0.667	3.611																															52.5	83	20	12.6										
assay626																																														162.601	24.3434	54.4853	21.9776	91.2753	76.3725	14.592	36.7066																																																						
assay518																																								1.266	0.701	50	61.1	200																																																															
assay55	32.8403	29.8333	4.58694	13.1582	62	45	34																																																														22	27	16	1.6	1.1	7	3	2	3.2	8	10.1	0	0	0	0	0	1	1	0.75	1.5	1	0	0	0															
assay655																																														143.812	34.9437	48.1207	22.9631	89.0329	69.8301	19.4876	42.1481																																																						
assay1059																																																																																																		0.00583208	0.00202762	0.0548255	0.927217	5.8e-15	34.9569	0	24.075	49.5	73.949
assay66	0	4.20317	200	80.6667	102	129	81																																																														31	42	157	1.4	1.2	5	3	2	3.8	6.8	9.2	0	1	1	0	1	1	0.5	1	1	1	0	0	0															
assay180	95.0417	41	200	76	76	67	110																																																														36	50	58			5	3	2	2.7	5.8	8	0	1	1	1	1	1	0.5	1	1	0	0	0	1															
assay36	27.5	2.64575	70.1667	5.03322	48	31	32	26																																																													14	12	16	1.6	1.1	5	3	2	3.7	8	11	0	0	0	1	1	0		0.5	1	0	0	0	0															
assay998																																																						1.167	4.791	0.8	5.197	6.5	4.359	0.5	4.586	3.167	4.366																																												
assay369									1	1	1	1	1																																																																																														
assay1111																																																																																																		0.00633838	0.0026201	0.0681841	0.0510204	80.1555	34.2053	0	0	33.5	97.5
assay579																																														163.691	39.2225	28.3952	27.1637	73.2639	55.5621	18.3128	45.1504																																																						
assay129	0	46.8	200	200	97	163	216																																																														47	96	160			7	3	2	2	7.5	11	0	0	1	0	0	0	0	1	1.5	1	0	0	1															
assay320										0	0	0	1																																																																																														
assay1198																																																																																													0.87														
assay489																																				90.5	54.6	49.8	28.5	2.695	1.0036	34	18.2																																																																
assay1136																																																																																													1.04														
assay1116																																																																																																		0.0097348	0.00239166	0.0481773	0.294366	-1.17e-18	73.1861	-23.5386	0.68	3.41346	17.2798
assay1105																																																																																																		0.0061608	0.0010572	0.0439369			182.529	32.0814	0	0	9.66667
assay650																																														156.997	45.0437	22.4698	16.4388	57.59	38.7379	18.4393	35.0019																																																						
assay837														8.60066	101.303	650.47	14447.9	7149.32	9025.78	37883.3	29034.3	90.4392	57.9917	1.09275	2.84462	1.32372	65.5009	0.175889	5.8813	2.35355	3.09897																																																																												
assay268																																																																0.9346	0.0628	0	0	0																																							
assay747																																														181.68	28.9507	168.391																																																											
assay402																																				30.2	18.6	18.1	14.5	0.196	0.3372	24.5	13.5	23.7	9.2																																																														
assay982																																																						3.833	5.639	2.667	4.3	8.833	4.263	0.833	4.079	2.167	4.821																																												
assay1054																																																																																																		0.00891338	0.0003968	0.0372286			201.682	-5.45815	0	0.25	0
assay689																																														158.899	47.589	27.2739	19.9856	64.3989	47.4199	16.7447	37.011																																																						
assay56	44.0417	1.69967	87.5139	47.1667	68	50	35	28																																																													26	31	21	1.3	1.4	7	4	2	5.5	6.5	9.2	0	0	1	0	1	0	1	1	1	0	0	1	1															
assay730																																														188.367	24.1912	168.936																																																											
assay412																																				29.5	18.8	19.9	16.1	0.035	0.3132	24.1	11.9	27.9	9.9																																																														
assay623																																														176.671	30.3183	31.2434	21.5941	69.1273	52.9199	16.0501	37.8208																																																						
assay1133																																																																																													5.17														
assay971																																																						2.833	4.587	3.833	5.733	9.167	4.334	2.333	3.075	0.167	5.082																																												
assay247																																																																0.6112	0.0498	0	0	0																																							
assay1214																																																																																													0.84														
assay1004																																																						1.5	4.208	0.333	4.715	9	6.28	0	4.522	0	4.271																																												
assay1169																																																																																													4.05														
assay285																																																																1.1058	0.0766	0	0	0																																							
assay524																																				66.3	29		21.2	0.85	0.696	28.9	18.3		48.3																																																														
assay783														6.27819	78.9994	325.206	13055.5	10330.8	9213.44	36485.2	27965.7	105.148	60.2288	1.14853	2.78069	0.970273	70.7565	0.198215	6.13137	3.19875	3.04402																																																																												
assay531																																				26.4	18	16	15.8	0.184	0.737	24.6	13.6	24.1	10.3																																																														
assay471																																							42.2	0.702	1.0985	41.7	28.9	54.5	58																																																														
assay301									1	1			0																																																																																														
assay276																																																																0.5443	0.0408	0	0	0																																							
assay1021																																																																																																		0.009551	0.00239152	0.0877888	0.499325	65.0948	5.24274	-7.66e-20	70.1875	98.4375	100
assay800														8.0747	80.0964	1002.33	13935.5	9203.9	10968.8	36781.2	26476.9	66.385	57.8786	1.43443	3.01029	0.577113	59.0205	0.189935	7.49657	1.70817	4.10824																																																																												
assay858																																0	1	1	1																			1.833	5.844	2.167	5.34	5.5	5.446	2.167	5.023	1.833	5.968																															26.3	26.7	31.8	11										
assay666																																														186.142	22.7254																																																												
assay95					59.5	42.5	30																																																																																																				
assay654																																														156.511	37.9452	32.3187	21.4388	69.3558	53.6263	15.6749	37.0689																																																						
assay780														8.08508	91.503	1660.81	14760.7	7076.98	9903.82	32444.6	27815.6	101.795	57.0251	1.63076	2.64198	1.01656	83.308	0.212029	6.77225	2.79611	3.3593																																																																												
assay353										0		1	0																																																																																														
assay492																																				41.1	25.8	22.9	20.1	0.138	0.7095	26.9	16.5	31.8	15.4																																																														
assay1159																																																																																													5.56														
assay576																																														170.863	27.4397																																																												
assay803														7.34762	87.5103	412.438	13030.2	9446.04	10456.1	24893.2	27050.8	125.126	57.1146	1.91401	2.3748	0.639227	76.0205	0.275549	7.58875	0.475395	3.2904																																																																												
assay443																																				39.9	24.4	20.4	34.5	0.661	2.4586	27.2	21.6	35.5	28.5																																																														
assay1047																																																																																																		0.00660854	0.00916443	0.187755			249.489	-4.36921	0	0	0.75
assay698																																														189.44	23.8987	167.71																																																											
assay737																																														162.165	46.372	31.0774	21.0941	69.2602	52.3159	16.7726	38.1396																																																						
assay311									1		0	1	1																																																																																														
assay724																																														168.185	31.5653																																																												
assay669																																														170.608	32.5831	43.4256	24.7915	83.5842	68.1967	15.0231	40.1016																																																						
assay972																																																						2.833	4.585	0.833	4.003	8.333	4.511	1.833	4.928	2.5	5.084																																												
assay538																																							25	0.245	1.468	32.7	18.1	47.4	40.8																																																														
assay169	2.97641	34.8	4.24264	73	67	58	49																																																														30	44	31			7	4	3	3	9.6	13	0	0	1	0	0	0	1.5	1.5	1.5	0	0	0	1															
assay367									1	0		0	0																																																																																														
assay1117																																																																																																		0.00705699	0.0028279	0.0835819	0.120893	43.373	107.442	-25.0219	1.5625	4	7.73214
